Id,SalePrice
1461,110393.21936839125
1462,141453.67799482142
1463,166512.498011559
1464,182621.27701926444
1465,178764.46215829696
1466,155307.81127615334
1467,161201.43185976573
1468,145257.62706093414
1469,177950.84594369688
1470,108081.98622304387
1471,174195.8127751376
1472,90057.8256077661
1473,86397.12419500136
1474,131122.343589262
1475,97301.54929378579
1476,323332.5895157452
1477,221587.1135462433
1478,266370.0628467861
1479,264852.271579625
1480,447724.90829964785
1481,297139.61873764504
1482,191165.19096021313
1483,163722.18245747816
1484,145375.53781405752
1485,174133.99210617563
1486,177141.5673110676
1487,301585.97256457206
1488,213100.2602799001
1489,172284.68671506975
1490,217287.9268302319
1491,178052.86106196893
1492,85141.95772191756
1493,167074.67999290788
1494,258962.32406872636
1495,259717.8122370566
1496,213015.29525233118
1497,164488.1435692558
1498,157585.18011939275
1499,148374.5027167014
1500,143248.29858199632
1501,158813.3615878293
1502,132481.2392164535
1503,267485.4338002588
1504,219856.50084374304
1505,206354.68412472436
1506,175977.3646811807
1507,225268.66763943015
1508,182853.3732126414
1509,146023.59182111037
1510,130392.32608058532
1511,139284.2200947365
1512,159823.42253608158
1513,134491.37901371633
1514,142625.9090065939
1515,173194.05837329145
1516,140663.62349264382
1517,159770.0560749664
1518,121459.64998997947
1519,191933.41740145133
1520,113874.61427809218
1521,118200.90185400039
1522,160891.41671114854
1523,101099.52101872706
1524,114238.75713194013
1525,107895.40482366396
1526,101350.91617768249
1527,96950.81005968913
1528,129363.90964245533
1529,136738.51729360854
1530,170688.71826994553
1531,95786.7505279958
1532,88114.51788970761
1533,136959.12446788145
1534,116064.40187780047
1535,137309.6314487434
1536,99353.27781100142
1537,54855.310774107194
1538,136918.4015718088
1539,165606.32989106464
1540,83595.96161120213
1541,126723.75391344902
1542,131662.7419272521
1543,170232.37181907473
1544,80468.72264327157
1545,107140.14151528351
1546,122261.13391953296
1547,118037.45320123718
1548,128864.04226336326
1549,111900.67969107874
1550,120085.05643648468
1551,96823.73736808109
1552,122283.7932215806
1553,132919.45892754133
1554,106357.16770524211
1555,146019.03314115427
1556,75673.05235494091
1557,97141.10094527333
1558,93496.3011881584
1559,53941.00026198913
1560,117583.09021044466
1561,116166.32858766521
1562,117797.95324277015
1563,107315.12098615625
1564,140179.20303674383
1565,135641.4126681008
1566,217582.59586636082
1567,70110.2619279739
1568,213307.36430981604
1569,117425.57387613217
1570,124789.91104260524
1571,114165.30462620423
1572,131603.50865686312
1573,215658.33437856162
1574,108804.16251960222
1575,210264.99307538423
1576,228442.90418958047
1577,162366.5026462214
1578,131068.43023536078
1579,131704.786460774
1580,178799.86190879458
1581,143151.19607060385
1582,111180.28604605148
1583,267278.9871133986
1584,197579.31628391668
1585,121931.21607519599
1586,63096.93721418386
1587,94526.78118256276
1588,140321.11340728766
1589,87598.90939310286
1590,123065.12977284893
1591,83120.3182300718
1592,105421.16256406065
1593,112012.09295023579
1594,110694.4228796459
1595,97136.11297976549
1596,202404.54406892284
1597,177519.04489999326
1598,209460.36616437385
1599,151227.81065724415
1600,143891.53698317552
1601,60762.41223247924
1602,108250.06193505932
1603,61753.732290050386
1604,240299.18129152711
1605,218904.3695086701
1606,154166.18994627893
1607,166930.72653628007
1608,197406.98966977175
1609,163301.29935639308
1610,136356.23991323082
1611,128452.48506265486
1612,156900.08173829768
1613,152240.30425315414
1614,115339.00197182535
1615,86948.3553152405
1616,72657.64405158485
1617,87207.28712305437
1618,113958.30121777585
1619,122983.8499348215
1620,131564.35636707093
1621,125873.35917294127
1622,129005.39825468352
1623,231009.62777025683
1624,194122.93163384538
1625,106299.82894788946
1626,157804.52830218078
1627,177557.86121113173
1628,253898.354289672
1629,161529.71979739325
1630,323392.3839096909
1631,208713.80562300625
1632,225994.3754597819
1633,157094.70481352927
1634,169360.35943511297
1635,157345.6272757874
1636,136799.72982982025
1637,187939.14259937004
1638,160500.25570687678
1639,174421.68842718372
1640,226611.79625265917
1641,162482.99263672397
1642,219670.45965946204
1643,194248.77067026484
1644,213914.5888981819
1645,179261.93669885935
1646,143179.60228896697
1647,144560.81922933174
1648,117727.54419781316
1649,128737.38106623552
1650,101694.51194525934
1651,110610.57874891581
1652,90096.29761173426
1653,91773.91322697268
1654,130341.4956897306
1655,117198.31974718359
1656,125713.89641672175
1657,132681.43949294317
1658,130816.47296575642
1659,105035.14725909763
1660,140705.83544018827
1661,380317.7822652218
1662,350588.1864056608
1663,335362.7712539522
1664,453148.5951123102
1665,274901.4873735338
1666,296602.3391460294
1667,342736.65874623327
1668,315491.7421785061
1669,274558.8832461483
1670,308588.2484007416
1671,236860.18871736372
1672,383336.2868018645
1673,253756.916920355
1674,213818.97388125487
1675,178129.95484962623
1676,175377.29599561082
1677,198943.30572065862
1678,410661.8605316621
1679,352211.76441757934
1680,297412.40953890246
1681,220195.82881830828
1682,285845.74332495505
1683,166808.94581729645
1684,160702.0842521108
1685,156987.59110168513
1686,151605.9709340981
1687,155953.5106642882
1688,173137.7417517868
1689,176163.16870231027
1690,179176.32083000464
1691,170225.87279889928
1692,238517.90583074326
1693,152631.88284776444
1694,166108.26526833605
1695,148821.79513319588
1696,242427.28381780634
1697,154572.05259857286
1698,308849.4143744072
1699,274668.03030562587
1700,231256.27695973398
1701,246952.170841005
1702,219366.0034844024
1703,215687.28475723075
1704,246643.87174339
1705,215171.3941461596
1706,387236.3134929009
1707,191620.77918166074
1708,182647.10182951266
1709,240428.77362756792
1710,199784.24162951246
1711,251521.2556428192
1712,232589.1161673264
1713,253064.88873126003
1714,203101.26679250266
1715,188525.6308980331
1716,167034.73591134773
1717,160397.01747643104
1718,124378.35145889723
1719,192400.19404182115
1720,216355.98027293492
1721,145679.64784289256
1722,112802.01404381692
1723,138724.01815053
1724,184109.85771735932
1725,212512.61091443652
1726,167605.1967708714
1727,140791.75628700043
1728,153838.91833452188
1729,152284.8249220517
1730,140863.92828364388
1731,106447.55412591265
1732,114824.68993014703
1733,101201.6787663824
1734,109431.18707726679
1735,111545.71478663308
1736,96015.01871033141
1737,270385.24808408244
1738,229921.25172955586
1739,215594.08437606765
1740,197165.88422754756
1741,173199.75209719504
1742,156216.65756989465
1743,163421.1824150293
1744,289853.63150535483
1745,203925.1468190248
1746,160138.51526965978
1747,192982.9014584046
1748,193990.82119823186
1749,129515.82284788063
1750,113428.05412115023
1751,226752.47528937363
1752,103595.62457900535
1753,141085.61103454418
1754,175503.51080005287
1755,148450.794215755
1756,111929.34348006765
1757,109380.86714294608
1758,131336.36019436564
1759,143247.1882843737
1760,150596.8741994698
1761,134537.82498286
1762,159970.08005073713
1763,173320.86077359557
1764,101437.17362233302
1765,161069.92782778136
1766,174853.74319626283
1767,205692.80379923416
1768,128213.07801039926
1769,157781.96706940254
1770,140048.14467846815
1771,112150.69899646172
1772,120754.46783843865
1773,112349.09674696592
1774,130389.59132625308
1775,127860.99386206457
1776,115161.63311830407
1777,97303.7553123167
1778,126877.1411395778
1779,111407.66694929573
1780,165519.98460391228
1781,116406.3602098759
1782,77942.9980620655
1783,132108.19550320908
1784,98743.11928514883
1785,115294.17804593702
1786,126506.10590628158
1787,149022.7093939713
1788,54362.75429551831
1789,89438.6789269805
1790,71934.96751955741
1791,164747.4630062413
1792,148809.1404741679
1793,114213.39005276214
1794,141868.49409835285
1795,122715.03051164861
1796,116163.08425226035
1797,104605.30876338587
1798,108842.56174157945
1799,98540.1688625685
1800,116595.4398382753
1801,116561.158134945
1802,128751.71146498462
1803,134919.7550597036
1804,122798.66489587096
1805,122929.98366838353
1806,115031.36334146658
1807,122026.04385954243
1808,113004.36608508804
1809,113938.08167266344
1810,122973.91921177093
1811,84816.34098650102
1812,90092.22532722262
1813,112669.07695202864
1814,86820.034654018
1815,51634.691521802495
1816,91537.12502465869
1817,95014.51587433822
1818,130983.27613360465
1819,114306.97546690694
1820,45313.22163815336
1821,108928.37529464629
1822,138290.69443438353
1823,38378.18886763537
1824,118052.02058868196
1825,125583.95522258407
1826,94991.29581997683
1827,91994.2947519829
1828,123248.17782267364
1829,115725.58372866944
1830,127684.62567318672
1831,128345.16233925107
1832,66508.96308729802
